GCF_003482255.1	Clostridioides difficile	1496	PRJNA323778	SAMN05188752	ASM348225v1	98.66	70.60482	0.42
GCF_003482305.1	Clostridioides difficile	1496	PRJNA323780	SAMN05188758	ASM348230v1	98.02	22.834444	0.38
GCF_003482325.1	Clostridioides difficile	1496	PRJNA323788	SAMN05188782	ASM348232v1	98.81	97.94977	0.35
GCF_003482345.1	Clostridioides difficile	1496	PRJNA324342	SAMN05200826	ASM348234v1	98.81	97.94977	0.35
GCF_003482365.1	Clostridioides difficile	1496	PRJNA324343	SAMN05200827	ASM348236v1	98.71	76.96053	1.14
GCF_003490105.1	Clostridioides difficile	1496	PRJNA281319	SAMN03487131	ASM349010v1	98.81	97.94977	0.35
GCF_003697205.1	Clostridioides difficile	1496	PRJNA497978	SAMN10274208	ASM369720v1	98.71	76.96053	0.35
GCF_003697225.1	Clostridioides difficile	1496	PRJNA497978	SAMN10274224	ASM369722v1	98.71	76.96053	0.35
GCF_003697245.1	Clostridioides difficile	1496	PRJNA497978	SAMN10274251	ASM369724v1	98.49	47.129677	1.02
GCF_008245165.1	Clostridioides difficile	1496	PRJNA556848	SAMN12370807	ASM824516v1	98.81	97.94977	0.35
GCF_009362915.1	Clostridioides difficile	1496	PRJNA558841	SAMN12500617	ASM936291v1	98.07	24.756535	1.19
GCF_009730495.1	Clostridioides difficile	1496	PRJNA231221	SAMN11056438	ASM973049v1	98.81	97.94977	0.35
GCF_009867095.1	Clostridioides difficile	1496	PRJNA451079	SAMN09039199	ASM986709v1	98.96	99.97437	0.35
GCF_014236775.1	Clostridioides difficile	1496	PRJNA439324	SAMN08744682	ASM1423677v1	98.66	70.60482	0.45
GCF_015238635.1	Clostridioides difficile	1496	PRJNA278886	SAMN13293454	ASM1523863v1	98.71	76.96053	0.35
GCF_015351935.2	Clostridioides difficile	1496	PRJNA577141	SAMN13029149	ASM1535193v2	98.81	97.94977	0.35
GCF_015351965.2	Clostridioides difficile	1496	PRJNA577141	SAMN13029170	ASM1535196v2	98.76	84.52076	0.5
GCF_015352015.2	Clostridioides difficile	1496	PRJNA577141	SAMN13029171	ASM1535201v2	98.63	55.945667	0.45
GCF_015352045.2	Clostridioides difficile	1496	PRJNA577141	SAMN13029169	ASM1535204v2	98.45	42.798565	0.35
GCF_015352115.2	Clostridioides difficile	1496	PRJNA577141	SAMN13029177	ASM1535211v2	98.66	70.60482	0.47
GCF_015352155.2	Clostridioides difficile	1496	PRJNA577141	SAMN13029148	ASM1535215v2	98.66	70.60482	0.35
GCF_015732535.1	Clostridioides difficile	1496	PRJNA371401	SAMN06298620	ASM1573253v1	96.54	7.86776	0.33
GCF_016766955.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927931	ASM1676695v1	98.71	76.96053	0.49
GCF_016766975.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927927	ASM1676697v1	98.86	98.10354	0.91
GCF_016766995.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927928	ASM1676699v1	98.1	25.90979	0.33
GCF_016767015.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927925	ASM1676701v1	98.86	98.10354	0.4
GCF_016767035.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927926	ASM1676703v1	98.71	76.96053	0.3
GCF_016767055.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927929	ASM1676705v1	98.71	76.96053	0.3
GCF_016767095.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927930	ASM1676709v1	98.71	76.96053	1.25
GCF_016767115.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927934	ASM1676711v1	98.86	98.10354	1.75
GCF_016767135.1	Clostridioides difficile	1496	PRJNA680994	SAMN16927933	ASM1676713v1	98.86	98.10354	1.7
GCF_017592625.2	Clostridioides difficile	1496	PRJNA716140	SAMN18395883	ASM1759262v2	98.71	76.96053	1.14
GCF_018255775.1	Clostridioides difficile	1496	PRJNA725530	SAMN18882462	ASM1825577v1	98.66	70.60482	0.35
GCF_018884605.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021927	ASM1888460v1	97.93	20.297283	0.62
GCF_018884665.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021921	ASM1888466v1	98	21.937468	0.35
GCF_018884705.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021916	ASM1888470v1	97.96	20.835468	0.35
GCF_018884725.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021915	ASM1888472v1	97.98	21.3224	0.46
GCF_018884745.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021914	ASM1888474v1	98.66	70.60482	0.47
GCF_018884765.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021912	ASM1888476v1	98.66	70.60482	0.45
GCF_018884825.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021910	ASM1888482v1	98.76	84.52076	0.5
GCF_018884845.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021909	ASM1888484v1	98.81	97.94977	0.35
GCF_018884865.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021908	ASM1888486v1	98.66	70.60482	0.35
GCF_018884885.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021907	ASM1888488v1	98.81	97.94977	0.36
GCF_018884905.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021906	ASM1888490v1	98.51	50.153767	0.35
GCF_018884925.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021905	ASM1888492v1	98.45	42.798565	0.35
GCF_018884945.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021903	ASM1888494v1	98.45	42.798565	0.35
GCF_018884965.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021904	ASM1888496v1	98.66	70.60482	0.5
GCF_018885045.1	Clostridioides difficile	1496	PRJNA524299	SAMN11021899	ASM1888504v1	98.05	24.320862	0.73
GCF_018885065.1	Clostridioides difficile	1496	PRJNA734443	SAMN19491760	ASM1888506v1	98.61	53.536648	0.47
GCF_018885105.1	Clostridioides difficile	1496	PRJNA734443	SAMN19491761	ASM1888510v1	98.81	97.94977	0.35
GCF_019095765.1	Clostridioides difficile	1496	PRJNA679085	SAMEA7490727	ASM1909576v1	98.66	70.60482	0.48
GCF_019931025.1	Clostridioides difficile	1496	PRJNA231221	SAMN20888886	ASM1993102v1	96.89	8.969759	0.33
GCF_020097215.1	Clostridioides difficile	1496	PRJNA231221	SAMN21402695	ASM2009721v1	98.96	99.97437	0.6
GCF_022695655.1	Clostridioides difficile	1496	PRJNA790702	SAMN24220739	ASM2269565v1	98.66	70.60482	0.35
GCF_022845595.1	Clostridioides difficile	1496	PRJDB11902	SAMD00389847	ASM2284559v1	98.35	38.28806	0.42
GCF_024399435.1	Clostridioides difficile	1496	PRJNA470591	SAMN09096995	ASM2439943v1	98.66	70.60482	0.47
GCF_024972115.1	Clostridioides difficile	1496	PRJNA752438	SAMN20598405	ASM2497211v1	98.66	70.60482	0.42
GCF_024972275.1	Clostridioides difficile	1496	PRJNA752438	SAMN20598404	ASM2497227v1	98.66	70.60482	0.42
GCF_024972415.1	Clostridioides difficile	1496	PRJNA752438	SAMN20598403	ASM2497241v1	98.66	70.60482	0.48
GCF_024972555.1	Clostridioides difficile	1496	PRJNA752438	SAMN20598402	ASM2497255v1	98.66	70.60482	0.48
GCF_025135955.1	Clostridioides difficile	1496	PRJNA387531	SAMN07156301	ASM2513595v1	98.35	38.28806	0.35
GCF_025136135.1	Clostridioides difficile	1496	PRJNA387533	SAMN07156305	ASM2513613v1	98.66	70.60482	0.35
GCF_025758145.1	Clostridioides difficile	1496	PRJNA885086	SAMN31149533	ASM2575814v1	98.81	97.94977	0.35
GCF_025758165.1	Clostridioides difficile	1496	PRJNA885086	SAMN31149532	ASM2575816v1	98.81	97.94977	0.35
GCF_025758185.1	Clostridioides difficile	1496	PRJNA885086	SAMN31149534	ASM2575818v1	98.81	97.94977	0.35
GCF_025758205.1	Clostridioides difficile	1496	PRJNA885086	SAMN31149538	ASM2575820v1	98.81	97.94977	0.35
GCF_025758225.1	Clostridioides difficile	1496	PRJNA885086	SAMN31149531	ASM2575822v1	98.81	97.94977	0.35
GCF_025758245.1	Clostridioides difficile	1496	PRJNA885086	SAMN31149530	ASM2575824v1	98.81	97.94977	0.35
GCF_028743315.1	Clostridioides difficile	1496	PRJNA933630	SAMN33244141	ASM2874331v1	98.81	97.94977	0.46
GCF_031359815.1	Clostridioides difficile	1496	PRJNA937328	SAMN33402601	ASM3135981v1	98.81	97.94977	0.35
GCF_034270385.1	Clostridioides difficile	1496	PRJNA997914	SAMN36692226	ASM3427038v1	98.71	76.96053	0.3
GCF_034271255.1	Clostridioides difficile	1496	PRJNA997926	SAMN36692603	ASM3427125v1	98.81	97.94977	0.35
GCF_034272075.1	Clostridioides difficile	1496	PRJNA997923	SAMN36692584	ASM3427207v1	98.81	97.94977	0.35
GCF_034272815.1	Clostridioides difficile	1496	PRJNA997922	SAMN36692536	ASM3427281v1	98.15	26.806767	0.65
GCF_034273595.1	Clostridioides difficile	1496	PRJNA1001806	SAMN36815486	ASM3427359v1	98.76	84.52076	0.5
GCF_034274435.1	Clostridioides difficile	1496	PRJNA1001805	SAMN36815483	ASM3427443v1	98.77	84.802666	0.35
GCF_036630125.1	Clostridioides difficile	1496	PRJNA1057299	SAMN39127314	cd221108_barcode08	98.21	30.75346	1.11
GCF_037914975.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440859	ASM3791497v1	98.81	97.94977	0.35
GCF_037914985.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440858	ASM3791498v1	98.76	84.52076	0.5
GCF_037914995.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440857	ASM3791499v1	98.76	84.52076	0.5
GCF_037915025.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440856	ASM3791502v1	98.81	97.94977	0.35
GCF_037915205.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440855	ASM3791520v1	98.62	55.356228	0.35
GCF_037915445.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440854	ASM3791544v1	98.76	84.52076	0.55
GCF_037915725.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440853	ASM3791572v1	98.81	97.94977	0.35
GCF_037916535.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440852	ASM3791653v1	98.96	99.97437	0.35
GCF_037917245.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440851	ASM3791724v1	98.76	84.52076	0.5
GCF_037917495.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440849	ASM3791749v1	98.76	84.52076	0.5
GCF_037917855.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440848	ASM3791785v1	98.81	97.94977	0.35
GCF_037918115.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440847	ASM3791811v1	98.76	84.52076	0.5
GCF_037918385.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440846	ASM3791838v1	98.76	84.52076	0.5
GCF_037918655.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440845	ASM3791865v1	98.62	55.356228	0.35
GCF_037918925.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440844	ASM3791892v1	98.77	84.802666	0.35
GCF_037919185.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440843	ASM3791918v1	98.76	84.52076	0.5
GCF_037919485.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440842	ASM3791948v1	98.62	55.356228	0.35
GCF_037919795.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440841	ASM3791979v1	98.76	84.52076	0.5
GCF_037920055.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440840	ASM3792005v1	95.41	4.126089	0.61
GCF_037920325.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440839	ASM3792032v1	95.41	4.126089	0.62
GCF_037920665.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440838	ASM3792066v1	98.61	53.536648	0.53
GCF_037920935.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440837	ASM3792093v1	98.51	50.153767	0.35
GCF_037921315.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440836	ASM3792131v1	98.81	97.94977	0.35
GCF_037921675.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440835	ASM3792167v1	98.81	97.94977	0.35
GCF_037921775.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440834	ASM3792177v1	98.81	97.94977	0.35
GCF_037922005.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440833	ASM3792200v1	94.79	3.4341364	0.97
GCF_037922655.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440832	ASM3792265v1	95.41	4.126089	0.62
GCF_037923265.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440831	ASM3792326v1	98.66	70.60482	0.47
GCF_037923795.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440830	ASM3792379v1	98.62	55.356228	0.35
GCF_037924525.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440829	ASM3792452v1	98.51	50.153767	0.35
GCF_037925435.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440828	ASM3792543v1	98.96	99.97437	0.35
GCF_037926405.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440827	ASM3792640v1	98.76	84.52076	0.5
GCF_037927465.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440826	ASM3792746v1	98.81	97.94977	0.35
GCF_037928795.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440825	ASM3792879v1	98.81	97.94977	0.35
GCF_037929155.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440824	ASM3792915v1	98.81	97.94977	0.35
GCF_037929465.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440823	ASM3792946v1	98.76	84.52076	0.5
GCF_037929775.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440822	ASM3792977v1	98.61	53.536648	0.5
GCF_037930055.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440821	ASM3793005v1	98.81	97.94977	0.35
GCF_037930425.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440820	ASM3793042v1	98.76	84.52076	0.55
GCF_037931105.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440819	ASM3793110v1	98.76	84.52076	0.5
GCF_037931695.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440818	ASM3793169v1	98.77	84.802666	0.35
GCF_037932125.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440817	ASM3793212v1	98.96	99.97437	0.35
GCF_037932505.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440816	ASM3793250v1	98.47	46.412098	0.35
GCF_037932795.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440815	ASM3793279v1	98.4	40.08201	0.46
GCF_037933165.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440814	ASM3793316v1	98.81	97.94977	0.35
GCF_037933585.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440813	ASM3793358v1	98.76	84.52076	0.5
GCF_037934445.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440812	ASM3793444v1	98.62	55.356228	0.35
GCF_037935125.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440810	ASM3793512v1	98.77	84.802666	0.35
GCF_037941005.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440811	ASM3794100v1	98.76	84.52076	0.56
GCF_037941305.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440809	ASM3794130v1	98.76	84.52076	0.5
GCF_037941545.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440808	ASM3794154v1	98.66	70.60482	0.5
GCF_037941895.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440807	ASM3794189v1	98.62	55.356228	0.35
GCF_037942165.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440806	ASM3794216v1	98.81	97.94977	0.35
GCF_037943445.1	Clostridioides difficile	1496	PRJNA1087341	SAMN40440850	ASM3794344v1	98.76	84.52076	0.5
GCF_040436335.1	Clostridioides difficile	1496	PRJDB17993	SAMD00770387	ASM4043633v1	98.96	99.97437	0.47
GCF_951803555.1	Clostridioides difficile	1496	PRJEB62683	SAMEA113563167	L-NTCD03	98.02	22.834444	0.63
GCF_963426535.1	Clostridioides difficile	1496	PRJEB65717	SAMEA114332805	L-TCD-01	98.35	38.28806	0.47
GCF_000932055.2	Clostridioides difficile 630	272563	PRJNA275406	SAMN03344097	ASM93205v2	98.63	55.945667	0.35
GCF_001077535.1	Clostridioides difficile ATCC 9689 = DSM 1296	1121308	PRJNA281308	SAMN03486969	ASM107753v2	98.77	84.802666	0.35
GCF_021378415.1	Clostridioides difficile CD196	645462	PRJNA648941	SAMN15651946	ASM2137841v1	98.81	97.94977	0.35
GCF_015732555.1	Clostridioides difficile R20291	645463	PRJNA471285	SAMN09205946	ASM1573255v1	98.81	97.94977	0.35
GCF_027625435.1	Clostridioides difficile R20291	645463	PRJNA530817	SAMN32411337	ASM2762543v1	98.81	97.94977	0.35
GCF_002074155.1	Clostridium argentinense	29341	PRJNA302051	SAMN04263500	ASM207415v1	99.84	100	6.54
GCF_040166795.1	Clostridium autoethanogenum	84023	PRJNA896243	SAMN31538715	LT_LAbrini	98.76	100	1.86
GCF_000484505.2	Clostridium autoethanogenum DSM 10061	1341692	PRJNA219420	SAMN02358571	ASM48450v2	97.37	16.666666	1.86
GCF_001991075.2	Clostridium baratii	1561	PRJNA301987	SAMN04262349	ASM199107v2	98.76	100	0.95
GCF_037059035.1	Clostridium baratii	1561	PRJNA961371	SAMN34359739	ASM3705903v1	98.14	21.428572	0.95
GCF_037064645.1	Clostridium baratii	1561	PRJNA961371	SAMN34359738	ASM3706464v1	98.76	100	0.95
GCF_037066025.1	Clostridium baratii	1561	PRJNA961371	SAMN34359736	ASM3706602v1	98.76	100	0.95
GCF_037068065.1	Clostridium baratii	1561	PRJNA961371	SAMN34359735	ASM3706806v1	98.76	100	0.95
GCF_037069705.1	Clostridium baratii	1561	PRJNA961371	SAMN34359734	ASM3706970v1	98.45	25	0.95
GCF_018223745.1	Clostridium beijerinckii	1520	PRJNA724001	SAMN18839070	ASM1822374v1	91.8	25	6.46
GCF_000833105.2	Clostridium beijerinckii	1520	PRJNA260606	SAMN03024437	ASM83310v2	92.91	87.70492	8.67
GCF_018140595.1	Clostridium beijerinckii	1520	PRJNA722306	SAMN18751770	ASM1814059v1	96.95	97.13115	2.68
GCF_021729445.1	Clostridium beijerinckii	1520	PRJNA634393	SAMN14995479	ASM2172944v1	94.83	91.803276	5.24
GCF_025962575.1	Clostridium beijerinckii	1520	PRJNA886855	SAMN31143512	ASM2596257v1	92.88	87.29508	7.97
GCF_000506785.4	Clostridium beijerinckii NRRL B-598	1428454	PRJNA229510	SAMN02427303	ASM50678v4	93.11	88.52459	7.47
GCF_000829015.1	Clostridium botulinum	1491	PRJDB3402	SAMD00024166	ASM82901v1	99.49	90.2521	0.17
GCF_001879605.1	Clostridium botulinum	1491	PRJNA301978	SAMN04262333	ASM187960v1	99.49	90.2521	0.17
GCF_001879625.1	Clostridium botulinum	1491	PRJNA301988	SAMN04262350	ASM187962v1	99.49	90.2521	0.85
GCF_001889345.1	Clostridium botulinum	1491	PRJNA301979	SAMN04262334	ASM188934v1	99.49	90.2521	
GCF_001889365.1	Clostridium botulinum	1491	PRJNA301977	SAMN04262332	ASM188936v1	98.73	30.420168	1.87
GCF_001921905.1	Clostridium botulinum	1491	PRJNA302043	SAMN04263493	ASM192190v1	98.98	50.42017	0.68
GCF_001921925.1	Clostridium botulinum	1491	PRJNA302042	SAMN04263492	ASM192192v1	98.98	50.42017	1.87
GCF_001921945.1	Clostridium botulinum	1491	PRJNA302044	SAMN04263494	ASM192194v1	99.49	90.2521	0.76
GCF_001921965.1	Clostridium botulinum	1491	PRJNA302038	SAMN04263489	ASM192196v1	98.91	38.82353	0.68
GCF_001921985.1	Clostridium botulinum	1491	PRJNA302036	SAMN04263488	ASM192198v1	99.43	60.5042	1.19
GCF_002865745.1	Clostridium botulinum	1491	PRJNA302049	SAMN04263498	ASM286574v1	99.49	90.2521	0.17
GCF_002865765.1	Clostridium botulinum	1491	PRJNA302039	SAMN04263490	ASM286576v1	98.98	50.42017	
GCF_002865805.1	Clostridium botulinum	1491	PRJNA302047	SAMN04263496	ASM286580v1	99.49	90.2521	0.68
GCF_002865825.1	Clostridium botulinum	1491	PRJNA302053	SAMN04263501	ASM286582v1	98.98	50.42017	0.9
GCF_002865845.1	Clostridium botulinum	1491	PRJNA302048	SAMN04263497	ASM286584v1	99.49	90.2521	0.17
GCF_002865885.1	Clostridium botulinum	1491	PRJNA302041	SAMN04263491	ASM286588v1	99.49	90.2521	0.17
GCF_002866045.1	Clostridium botulinum	1491	PRJNA302039	SAMN04263502	ASM286604v1	99.49	90.2521	0.68
GCF_002866125.1	Clostridium botulinum	1491	PRJNA302055	SAMN04263506	ASM286612v1	99.35	55.79832	0.85
GCF_002866225.1	Clostridium botulinum	1491	PRJNA302056	SAMN04263507	ASM286622v1	99.49	90.2521	1.35
GCF_003058345.1	Clostridium botulinum	1491	PRJNA290487	SAMN03780372	ASM305834v1	99.07	51.42857	0.17
GCF_003058445.1	Clostridium botulinum	1491	PRJNA290487	SAMN07135561	ASM305844v1	98.57	28.907562	0.17
GCF_003345315.1	Clostridium botulinum	1491	PRJNA243331	SAMN03769222	ASM334531v1	99.49	90.2521	0.85
GCF_003345335.1	Clostridium botulinum	1491	PRJNA243331	SAMN03769220	ASM334533v1	99.43	60.5042	
GCF_007833375.1	Clostridium botulinum	1491	PRJNA391949	SAMN07185489	ASM783337v1	99.49	90.2521	0.68
GCF_007833395.1	Clostridium botulinum	1491	PRJNA391949	SAMN07185500	ASM783339v1	98.98	50.42017	1.27
GCF_007833415.1	Clostridium botulinum	1491	PRJNA391949	SAMN07185504	ASM783341v1	99.49	90.2521	0.78
GCF_007833435.1	Clostridium botulinum	1491	PRJNA391949	SAMN07185514	ASM783343v1	98.73	30.420168	1.22
GCF_007833455.1	Clostridium botulinum	1491	PRJNA391949	SAMN07185521	ASM783345v1	99.49	90.2521	0.76
GCF_009733885.1	Clostridium botulinum	1491	PRJNA589706	SAMN13288210	ASM973388v1	98.86	33.109245	0.17
GCF_014068615.1	Clostridium botulinum	1491	PRJNA592543	SAMN13428652	ASM1406861v1	99.49	90.2521	0.17
GCF_016071375.1	Clostridium botulinum	1491	PRJNA666195	SAMN16288620	ASM1607137v1	99.93	91.76471	2.16
GCF_016071555.1	Clostridium botulinum	1491	PRJNA666195	SAMN16288619	ASM1607155v1	86.39	8.739496	0.19
GCF_016838665.1	Clostridium botulinum	1491	PRJNA698972	SAMN17763437	ASM1683866v1	98.98	50.42017	0.76
GCF_017100085.1	Clostridium botulinum	1491	PRJNA666195	SAMN16288618	ASM1710008v1	99.79	90.92437	0.74
GCF_017101655.1	Clostridium botulinum	1491	PRJNA666195	SAMN16288621	ASM1710165v1	87.31	9.243697	0.63
GCF_022833145.1	Clostridium botulinum	1491	PRJNA610151	SAMN14278160	ASM2283314v1	99.49	90.2521	0.17
GCF_024584665.1	Clostridium botulinum	1491	PRJNA759433	SAMN21169058	ASM2458466v1	99.49	90.2521	0.17
GCF_026224615.1	Clostridium botulinum	1491	PRJNA702829	SAMN17980880	ASM2622461v1	98.88	36.806725	
GCF_026224735.1	Clostridium botulinum	1491	PRJNA702829	SAMN17980966	ASM2622473v1	98.88	36.806725	
GCF_026224755.1	Clostridium botulinum	1491	PRJNA702829	SAMN17981063	ASM2622475v1	98.88	36.806725	
GCF_027943665.1	Clostridium botulinum	1491	PRJDB12098	SAMD00396923	ASM2794366v1	99.49	90.2521	0.17
GCF_028416655.1	Clostridium botulinum	1491	PRJNA806856	SAMN25937292	ASM2841665v1	98.98	50.42017	
GCF_028416675.1	Clostridium botulinum	1491	PRJNA806856	SAMN25937291	ASM2841667v1	98.98	50.42017	
GCF_028416695.1	Clostridium botulinum	1491	PRJNA806856	SAMN25937290	ASM2841669v1	98.98	50.42017	
GCF_029962365.1	Clostridium botulinum	1491	PRJNA610151	SAMN14278157	ASM2996236v1	99.24	53.27731	0.17
GCF_031228685.1	Clostridium botulinum	1491	PRJNA286240	SAMN30265469	ASM3122868v1	99.49	90.2521	0.68
GCF_014131795.1	Clostridium butyricum	1492	PRJNA544389	SAMN11835364	ASM1413179v1	96.93	75.80645	2.76
GCF_001456065.2	Clostridium butyricum	1492	PRJNA304074	SAMN04293668	ASM145606v2	95.79	31.72043	2.47
GCF_001465175.1	Clostridium butyricum	1492	PRJNA303063	SAMN04285352	ASM146517v1	94.59	23.11828	1.24
GCF_001886875.1	Clostridium butyricum	1492	PRJNA301981	SAMN04262337	ASM188687v1	97.21	83.333336	1.51
GCF_005145085.1	Clostridium butyricum	1492	PRJNA534376	SAMN11489284	ASM514508v1	96.21	40.322582	2.4
GCF_006742065.1	Clostridium butyricum	1492	PRJDB8042	SAMD00169824	ASM674206v1	96.93	75.80645	2.77
GCF_009650315.1	Clostridium butyricum	1492	PRJNA498210	SAMN10285205	ASM965031v1	97.09	80.645164	2.7
GCF_009650335.1	Clostridium butyricum	1492	PRJNA498210	SAMN10285378	ASM965033v1	97.26	84.946236	2.7
GCF_013112415.1	Clostridium butyricum	1492	PRJNA630842	SAMN14846469	ASM1311241v1	96.42	57.526882	2.4
GCF_018140655.1	Clostridium butyricum	1492	PRJNA722306	SAMN18751771	ASM1814065v1	94.45	22.04301	2.75
GCF_024399875.1	Clostridium butyricum	1492	PRJNA632418	SAMN14908714	ASM2439987v1	95.39	26.88172	2.48
GCF_026651935.1	Clostridium butyricum	1492	PRJNA428388	SAMN08289410	ASM2665193v1	96.51	65.5914	2.4
GCF_027627495.1	Clostridium butyricum	1492	PRJNA913558	SAMN32300840	ASM2762749v1	96.51	65.5914	2.4
GCF_030389005.1	Clostridium butyricum	1492	PRJNA987805	SAMN35992232	ASM3038900v1	96.51	65.5914	2.4
GCF_030758275.1	Clostridium butyricum	1492	PRJNA1003819	SAMN36905461	ASM3075827v1	95.94	34.408604	1.62
