accession	platform	truth_bp	regime	nth	pool_reads	split	mode	seed	target_reads_requested	query_reads_requested	target_reads_used	query_reads_used	avg_target_len	avg_query_len	estimate_bp	estimate_over_truth	iqr_low_bp	iqr_high_bp	expected_overlaps_per_query	normalization_engaged	skew_score	profile_median_depth	retained_reads	total_reads	queries_without_overlaps_pct	small_pool_warning	elapsed	max_rss_kb	exit_status	run_dir
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	4to1	auto	42	6088	1523	3254	814	3737.8674	3741.5564	2180316	0.9828	716120	2590000	10.68	yes	68.00	2	4068	7611	0.12	yes	0:01.04	222788	0	starved/SRR10388020/4to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	4to1	auto	4556	6088	1523	3277	819	3725.4753	3706.7095	2194738	0.9893	738540	2680000	10.68	yes	67.00	2	4096	7611	0.24	yes	0:01.05	226496	0	starved/SRR10388020/4to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	4to1	never	7	6088	1523	6088	1523	3692.5454	3717.5344	840532	0.3789	30700	3310000	19.79	no	NA	NA	NA	7611	0.07	no	0:26.15	468608	0	starved/SRR10388020/4to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	4to1	never	42	6088	1523	6088	1523	3680.1072	3767.2542	738002	0.3327	31550	2980000	19.89	no	NA	NA	NA	7611	0.0	no	0:25.81	468956	0	starved/SRR10388020/4to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	4to1	never	4556	6088	1523	6088	1523	3688.6282	3733.1936	65945	0.0297	30870	2850000	19.82	no	NA	NA	NA	7611	0.0	no	0:27.10	457356	0	starved/SRR10388020/4to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	8to1	auto	7	6765	846	3656	457	3733.44	3716.2756	2200532	0.9919	637260	2650000	11.95	yes	67.00	2	4113	7611	0.0	yes	0:01.15	273368	0	starved/SRR10388020/8to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	8to1	auto	42	6765	846	3616	452	3752.2688	3629.3008	2215600	0.9987	714750	2530000	11.71	yes	68.00	2	4068	7611	0.22	yes	0:00.92	259716	0	starved/SRR10388020/8to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	8to1	auto	4556	6765	846	3641	455	3710.894	3808.3801	2170125	0.9782	769290	2660000	12.01	yes	67.00	2	4096	7611	0.22	yes	0:01.44	264404	0	starved/SRR10388020/8to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	8to1	never	7	6765	846	6765	846	3702.523	3657.7446	1035245	0.4667	30750	3480000	21.84	no	NA	NA	NA	7611	0.12	no	0:15.44	570340	0	starved/SRR10388020/8to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	8to1	never	42	6765	846	6765	846	3676.7402	3863.916	840453	0.3789	31270	3060000	22.39	no	NA	NA	NA	7611	0.0	no	0:15.61	565876	0	starved/SRR10388020/8to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	8to1	never	4556	6765	846	6765	846	3688.7148	3768.1619	532200	0.2399	30960	2890000	22.13	no	NA	NA	NA	7611	0.0	no	0:16.40	573772	0	starved/SRR10388020/8to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	legacy	auto	7	10222	5000	5307	2595	3685.291	3760.6907	2271138	1.0238	796190	2660000	17.34	yes	80.00	3	7902	15222	0.0	yes	0:02.87	362180	0	marginal/SRR10388020/legacy.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	legacy	auto	42	10222	5000	5284	2584	3719.3096	3671.9175	2280126	1.0278	806440	2610000	17.13	yes	63.00	3	7868	15222	0.0	yes	0:02.71	349060	0	marginal/SRR10388020/legacy.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	legacy	auto	4556	10222	5000	5280	2582	3659.5378	3818.7153	2237698	1.0087	782870	2600000	17.33	yes	77.00	3	7862	15222	0.0	yes	0:02.86	354952	0	marginal/SRR10388020/legacy.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	legacy	never	7	10222	5000	10222	5000	3663.43	3729.2903	689926	0.3110	31130	3270000	33.15	no	NA	NA	NA	15222	0.02	no	1:57.22	845236	0	marginal/SRR10388020/legacy.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	legacy	never	42	10222	5000	10222	5000	3675.4138	3704.79	766678	0.3456	31100	3310000	33.09	no	NA	NA	NA	15222	0.0	no	1:55.00	882612	0	marginal/SRR10388020/legacy.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	legacy	never	4556	10222	5000	10222	5000	3700.205	3654.1072	612930	0.2763	31160	3140000	32.97	no	NA	NA	NA	15222	0.0	no	1:55.50	848500	0	marginal/SRR10388020/legacy.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	1to1	auto	7	7611	7611	3951	3951	3701.641	3718.4634	2250718	1.0146	758120	2610000	12.86	yes	80.00	3	7902	15222	0.03	yes	0:03.23	287944	0	marginal/SRR10388020/1to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	1to1	auto	42	7611	7611	3934	3934	3713.273	3694.2173	2228093	1.0044	790570	2600000	12.78	yes	63.00	3	7868	15222	0.0	yes	0:02.92	292316	0	marginal/SRR10388020/1to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	1to1	auto	4556	7611	7611	3931	3931	3619.2266	3804.4016	2217164	0.9994	780850	2600000	12.80	yes	77.00	3	7862	15222	0.03	yes	0:03.15	284732	0	marginal/SRR10388020/1to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	1to1	never	7	7611	7611	7611	7611	3658.172	3711.9543	672009	0.3029	31350	3180000	24.60	no	NA	NA	NA	15222	0.01	no	2:32.66	713452	0	marginal/SRR10388020/1to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	1to1	never	42	7611	7611	7611	7611	3693.076	3677.0505	780457	0.3518	30680	3230000	24.60	no	NA	NA	NA	15222	0.01	no	2:30.82	742508	0	marginal/SRR10388020/1to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	1to1	never	4556	7611	7611	7611	7611	3696.2246	3673.9016	609766	0.2749	31230	3020000	24.60	no	NA	NA	NA	15222	0.01	no	2:29.61	698684	0	marginal/SRR10388020/1to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	2to1	auto	7	10148	5074	5268	2634	3682.8672	3764.422	2275301	1.0257	783860	2670000	17.21	yes	80.00	3	7902	15222	0.0	yes	0:03.35	348568	0	marginal/SRR10388020/2to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	2to1	auto	42	10148	5074	5246	2622	3707.8423	3695.5483	2283304	1.0293	805500	2600000	17.04	yes	63.00	3	7868	15222	0.0	yes	0:03.36	352480	0	marginal/SRR10388020/2to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	2to1	auto	4556	10148	5074	5242	2620	3660.4402	3814.6016	2236814	1.0083	794150	2600000	17.19	yes	77.00	3	7862	15222	0.0	yes	0:03.41	357480	0	marginal/SRR10388020/2to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	2to1	never	7	10148	5074	10148	5074	3663.2573	3728.6753	677922	0.3056	31130	3250000	32.90	no	NA	NA	NA	15222	0.02	no	2:24.82	820900	0	marginal/SRR10388020/2to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	2to1	never	42	10148	5074	10148	5074	3669.925	3715.3394	775550	0.3496	31030	3340000	32.87	no	NA	NA	NA	15222	0.0	no	1:57.71	860116	0	marginal/SRR10388020/2to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	2to1	never	4556	10148	5074	10148	5074	3703.0981	3648.9934	634802	0.2862	31150	3140000	32.72	no	NA	NA	NA	15222	0.0	no	1:57.76	851092	0	marginal/SRR10388020/2to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	4to1	auto	7	12177	3045	6322	1580	3680.7036	3827.4849	2309688	1.0412	786140	2620000	20.83	yes	80.00	3	7902	15222	0.0	yes	0:03.03	407288	0	marginal/SRR10388020/4to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	4to1	auto	42	12177	3045	6295	1573	3700.9321	3715.0024	2309348	1.0410	845210	2660000	20.48	yes	63.00	3	7868	15222	0.0	yes	0:02.47	393188	0	marginal/SRR10388020/4to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	4to1	auto	4556	12177	3045	6290	1572	3700.2231	3758.1921	2260133	1.0188	772850	2550000	20.58	yes	77.00	3	7862	15222	0.0	yes	0:04.30	410728	0	marginal/SRR10388020/4to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	4to1	never	7	12177	3045	12177	3045	3680.0027	3705.2998	570260	0.2571	31050	3200000	39.45	no	NA	NA	NA	15222	0.0	no	1:18.43	947388	0	marginal/SRR10388020/4to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	4to1	never	42	12177	3045	12177	3045	3686.054	3681.1008	732132	0.3300	31290	3400000	39.35	no	NA	NA	NA	15222	0.0	no	1:18.79	893436	0	marginal/SRR10388020/4to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	4to1	never	4556	12177	3045	12177	3045	3693.3	3652.123	503306	0.2269	31070	3100000	39.23	no	NA	NA	NA	15222	0.0	no	1:17.88	901436	0	marginal/SRR10388020/4to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	8to1	auto	7	13530	1692	7024	878	3710.254	3708.4385	2314110	1.0431	821900	2630000	22.86	yes	80.00	3	7902	15222	0.0	yes	0:02.21	446620	0	marginal/SRR10388020/8to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	8to1	auto	42	13530	1692	6994	874	3694.6172	3776.7917	2291022	1.0327	861620	2580000	22.93	yes	63.00	3	7868	15222	0.0	yes	0:02.15	445716	0	marginal/SRR10388020/8to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	8to1	auto	4556	13530	1692	6989	873	3708.6948	3736.7869	2253533	1.0158	804060	2550000	22.83	yes	77.00	3	7862	15222	0.0	yes	0:03.35	455764	0	marginal/SRR10388020/8to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	8to1	never	7	13530	1692	13530	1692	3673.4104	3778.2434	635250	0.2864	31220	3280000	44.23	no	NA	NA	NA	15222	0.0	no	0:45.24	958320	0	marginal/SRR10388020/8to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	8to1	never	42	13530	1692	13530	1692	3686.2422	3675.6372	611540	0.2757	30760	3270000	43.69	no	NA	NA	NA	15222	0.0	no	0:44.98	895592	0	marginal/SRR10388020/8to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	marginal	12	15222	8to1	never	4556	13530	1692	13530	1692	3688.0183	3661.4338	380800	0.1717	30870	3000000	43.61	no	NA	NA	NA	15222	0.0	no	0:45.66	913640	0	marginal/SRR10388020/8to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	legacy	auto	7	10000	5000	10000	5000	3700.318	3681.866	2284346	1.0297	914690	2560000	32.38	yes	181.00	16	67245	182663	0.0	no	0:17.52	646068	0	comfortable/SRR10388020/legacy.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	legacy	auto	42	10000	5000	10000	5000	3635.68	3628.3608	2320268	1.0459	866270	2570000	31.85	yes	205.00	17	69167	182663	0.0	no	0:19.87	662724	0	comfortable/SRR10388020/legacy.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	legacy	auto	4556	10000	5000	10000	5000	3641.092	3620.1265	2314366	1.0433	844350	2600000	31.83	yes	205.00	16	66867	182663	0.0	no	0:16.34	611620	0	comfortable/SRR10388020/legacy.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	legacy	never	7	10000	5000	10000	5000	3704.8096	3690.5696	749385	0.3378	30720	3260000	32.44	no	NA	NA	NA	182663	0.0	no	1:17.55	1168784	0	comfortable/SRR10388020/legacy.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	legacy	never	42	10000	5000	10000	5000	3632.6824	3771.156	891136	0.4017	30460	3400000	32.48	no	NA	NA	NA	182663	0.0	no	1:05.06	1191796	0	comfortable/SRR10388020/legacy.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	legacy	never	4556	10000	5000	10000	5000	3683.6252	3667.3892	778305	0.3508	30700	3410000	32.24	no	NA	NA	NA	182663	0.0	no	1:05.36	1205872	0	comfortable/SRR10388020/legacy.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	1to1	auto	7	7500	7500	7500	7500	3740.108	3648.2266	2280676	1.0281	909170	2580000	24.31	yes	181.00	16	67245	182663	0.0	no	0:14.61	534364	0	comfortable/SRR10388020/1to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	1to1	auto	42	7500	7500	7500	7500	3643.0715	3623.4092	2315229	1.0436	849960	2590000	23.89	yes	205.00	17	69167	182663	0.0	no	0:15.92	548128	0	comfortable/SRR10388020/1to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	1to1	auto	4556	7500	7500	7500	7500	3638.8892	3629.318	2284842	1.0300	838350	2620000	23.90	yes	205.00	16	66867	182663	0.0	no	0:14.37	506180	0	comfortable/SRR10388020/1to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	1to1	never	7	7500	7500	7500	7500	3712.9814	3687.145	743126	0.3350	30700	3140000	24.35	no	NA	NA	NA	182663	0.0	no	1:23.59	1178028	0	comfortable/SRR10388020/1to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	1to1	never	42	7500	7500	7500	7500	3641.8267	3715.8538	868475	0.3915	30070	3310000	24.20	no	NA	NA	NA	182663	0.0	no	1:31.61	1148116	0	comfortable/SRR10388020/1to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	1to1	never	4556	7500	7500	7500	7500	3673.5874	3682.8389	712022	0.3210	30450	3340000	24.20	no	NA	NA	NA	182663	0.07	no	1:22.21	1133672	0	comfortable/SRR10388020/1to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	2to1	auto	7	10000	5000	10000	5000	3700.318	3681.866	2284346	1.0297	914690	2560000	32.38	yes	181.00	16	67245	182663	0.0	no	0:14.60	624380	0	comfortable/SRR10388020/2to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	2to1	auto	42	10000	5000	10000	5000	3635.68	3628.3608	2320268	1.0459	866270	2570000	31.85	yes	205.00	17	69167	182663	0.0	no	0:14.51	615736	0	comfortable/SRR10388020/2to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	2to1	auto	4556	10000	5000	10000	5000	3641.092	3620.1265	2314366	1.0433	844350	2600000	31.83	yes	205.00	16	66867	182663	0.0	no	0:14.78	633924	0	comfortable/SRR10388020/2to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	2to1	never	7	10000	5000	10000	5000	3704.8096	3690.5696	749385	0.3378	30720	3260000	32.44	no	NA	NA	NA	182663	0.0	no	1:05.46	1246300	0	comfortable/SRR10388020/2to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	2to1	never	42	10000	5000	10000	5000	3632.6824	3771.156	891136	0.4017	30460	3400000	32.48	no	NA	NA	NA	182663	0.0	no	1:15.73	1194900	0	comfortable/SRR10388020/2to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	2to1	never	4556	10000	5000	10000	5000	3683.6252	3667.3892	778305	0.3508	30700	3410000	32.24	no	NA	NA	NA	182663	0.0	no	1:15.52	1205288	0	comfortable/SRR10388020/2to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	4to1	auto	7	12000	3000	12000	3000	3699.1887	3674.0828	2313879	1.0430	892610	2550000	38.81	yes	181.00	16	67245	182663	0.0	no	0:17.10	770732	0	comfortable/SRR10388020/4to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	4to1	auto	42	12000	3000	12000	3000	3626.323	3660.909	2341571	1.0555	919420	2610000	38.34	yes	205.00	17	69167	182663	0.0	no	0:15.15	723800	0	comfortable/SRR10388020/4to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	4to1	auto	4556	12000	3000	12000	3000	3635.0977	3630.1274	2329981	1.0503	867890	2590000	38.22	yes	205.00	16	66867	182663	0.0	no	0:13.89	760136	0	comfortable/SRR10388020/4to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	4to1	never	7	12000	3000	12000	3000	3695.4355	3718.573	442107	0.1993	31100	3270000	39.03	no	NA	NA	NA	182663	0.0	no	0:57.03	1357740	0	comfortable/SRR10388020/4to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	4to1	never	42	12000	3000	12000	3000	3666.9282	3726.4883	805196	0.3630	30890	3410000	38.92	no	NA	NA	NA	182663	0.0	no	0:47.43	1355144	0	comfortable/SRR10388020/4to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	4to1	never	4556	12000	3000	12000	3000	3686.164	3646.41	829954	0.3741	30990	3480000	38.59	no	NA	NA	NA	182663	0.0	no	0:44.35	1269324	0	comfortable/SRR10388020/4to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	8to1	auto	7	13333	1667	13333	1667	3690.0273	3727.279	2340503	1.0550	889180	2560000	43.38	yes	181.00	16	67245	182663	0.0	no	0:20.79	777028	0	comfortable/SRR10388020/8to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	8to1	auto	42	13333	1667	13333	1667	3622.1045	3722.306	2351060	1.0598	944240	2590000	42.95	yes	205.00	17	69167	182663	0.0	no	0:15.69	793872	0	comfortable/SRR10388020/8to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	8to1	auto	4556	13333	1667	13333	1667	3633.9268	3635.52	2339274	1.0545	864360	2570000	42.49	yes	205.00	16	66867	182663	0.0	no	0:15.71	787956	0	comfortable/SRR10388020/8to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	8to1	never	7	13333	1667	13333	1667	3694.8264	3741.9465	374706	0.1689	30600	3400000	43.50	no	NA	NA	NA	182663	0.0	no	0:40.60	1269776	0	comfortable/SRR10388020/8to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	8to1	never	42	13333	1667	13333	1667	3668.9424	3758.007	766146	0.3454	30860	3480000	43.44	no	NA	NA	NA	182663	0.0	no	0:29.89	1330360	0	comfortable/SRR10388020/8to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	8to1	never	4556	13333	1667	13333	1667	3687.4995	3603.9382	731356	0.3297	31050	3380000	42.63	no	NA	NA	NA	182663	0.0	no	0:29.44	1303856	0	comfortable/SRR10388020/8to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	more4to1	auto	7	20000	5000	20000	5000	3686.7244	3671.9712	2379907	1.0728	948790	2570000	64.55	yes	181.00	16	67445	182663	0.0	no	0:16.72	1074328	0	comfortable/SRR10388020/more4to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	more4to1	auto	42	20000	5000	20000	5000	3650.2632	3701.6904	2382793	1.0741	915920	2590000	64.49	yes	205.00	17	69243	182663	0.0	no	0:18.02	1077560	0	comfortable/SRR10388020/more4to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	more4to1	auto	4556	20000	5000	20000	5000	3675.0156	3685.8025	2360012	1.0638	952090	2560000	64.57	yes	205.00	16	67176	182663	0.0	no	0:17.95	1115932	0	comfortable/SRR10388020/more4to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	more4to1	never	7	20000	5000	20000	5000	3697.8457	3690.5696	768964	0.3466	32190	3470000	64.82	no	NA	NA	NA	182663	0.0	no	1:59.85	1848352	0	comfortable/SRR10388020/more4to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	more4to1	never	42	20000	5000	20000	5000	3661.684	3771.156	891150	0.4017	32090	3560000	65.22	no	NA	NA	NA	182663	0.0	no	1:14.75	1927272	0	comfortable/SRR10388020/more4to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	comfortable	1	182663	more4to1	never	4556	20000	5000	20000	5000	3678.525	3667.3892	758200	0.3418	32080	3680000	64.43	no	NA	NA	NA	182663	0.0	no	1:15.65	1738756	0	comfortable/SRR10388020/more4to1.never.s4556
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	legacy	auto	7	2610	5000	946	1810	5701.2324	5850.329	1905478	0.8618	678140	2440000	4.86	yes	111.00	2	2756	7610	1.82	yes	0:01.25	126448	0	starved/SRR10861747/legacy.auto.s7
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	legacy	auto	42	2610	5000	933	1787	5918.653	5746.0645	1967562	0.8899	761970	2550000	4.84	yes	108.00	2	2720	7610	0.45	yes	0:01.78	145080	0	starved/SRR10861747/legacy.auto.s42
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	legacy	auto	4556	2610	5000	940	1799	5938.581	5727.6577	1894080	0.8566	683640	2470000	4.88	yes	104.00	2	2739	7610	1.06	yes	0:01.16	133276	0	starved/SRR10861747/legacy.auto.s4556
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	legacy	never	7	2610	5000	2610	5000	4847.9863	4813.8447	42767	0.0193	28710	880700	11.17	no	NA	NA	NA	7610	0.68	no	1:45.43	361524	0	starved/SRR10861747/legacy.never.s7
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	legacy	never	42	2610	5000	2610	5000	4791.0034	4843.59	43942	0.0199	28000	873710	11.14	no	NA	NA	NA	7610	0.34	no	1:45.05	342200	0	starved/SRR10861747/legacy.never.s42
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	legacy	never	4556	2610	5000	2610	5000	4819.2676	4828.8354	41759	0.0189	29690	933910	11.15	no	NA	NA	NA	7610	0.62	no	1:44.12	338476	0	starved/SRR10861747/legacy.never.s4556
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	1to1	auto	7	3805	3805	1378	1378	5799.1104	5799.193	1945271	0.8798	700980	2370000	7.10	yes	111.00	2	2756	7610	0.73	yes	0:01.41	178100	0	starved/SRR10861747/1to1.auto.s7
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	1to1	auto	42	3805	3805	1360	1360	5864.919	5745.6104	1972617	0.8921	786980	2450000	7.02	yes	108.00	2	2720	7610	0.0	yes	0:01.38	176652	0	starved/SRR10861747/1to1.auto.s42
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	1to1	auto	4556	3805	3805	1370	1369	5842.662	5757.396	1944644	0.8795	722180	2420000	7.06	yes	104.00	2	2739	7610	0.22	yes	0:01.38	181452	0	starved/SRR10861747/1to1.auto.s4556
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	1to1	never	7	3805	3805	3805	3805	4842.463	4808.6455	43050	0.0195	29150	858470	16.27	no	NA	NA	NA	7610	0.18	no	1:49.52	642096	0	starved/SRR10861747/1to1.never.s7
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	1to1	never	42	3805	3805	3805	3805	4786.4956	4864.613	42558	0.0192	28180	896240	16.27	no	NA	NA	NA	7610	0.13	no	1:47.88	643024	0	starved/SRR10861747/1to1.never.s42
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	1to1	never	4556	3805	3805	3805	3805	4841.063	4810.0454	41973	0.0190	29340	974490	16.27	no	NA	NA	NA	7610	0.03	no	1:46.87	636608	0	starved/SRR10861747/1to1.never.s4556
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	2to1	auto	7	5073	2537	1838	918	5801.327	5794.7964	1959267	0.8861	723580	2310000	9.47	yes	111.00	2	2756	7610	0.33	yes	0:01.37	208524	0	starved/SRR10861747/2to1.auto.s7
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	2to1	auto	42	5073	2537	1814	906	5791.0938	5833.638	1960743	0.8868	829580	2370000	9.37	yes	108.00	2	2720	7610	0.0	yes	0:01.30	208264	0	starved/SRR10861747/2to1.auto.s42
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	2to1	auto	4556	5073	2537	1826	913	5857.812	5684.5093	1940296	0.8775	720020	2320000	9.37	yes	104.00	2	2739	7610	0.0	yes	0:01.36	208536	0	starved/SRR10861747/2to1.auto.s4556
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	2to1	never	7	5073	2537	5073	2537	4869.117	4738.445	42736	0.0193	29330	827690	21.59	no	NA	NA	NA	7610	0.04	no	1:27.20	683980	0	starved/SRR10861747/2to1.never.s7
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	2to1	never	42	5073	2537	5073	2537	4837.688	4801.2915	42761	0.0193	28900	836020	21.66	no	NA	NA	NA	7610	0.04	no	1:30.39	687816	0	starved/SRR10861747/2to1.never.s42
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	2to1	never	4556	5073	2537	5073	2537	4838.7627	4799.142	42757	0.0193	29090	880420	21.66	no	NA	NA	NA	7610	0.0	no	1:28.44	666636	0	starved/SRR10861747/2to1.never.s4556
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	4to1	auto	7	6088	1522	2205	551	5809.5254	5757.637	1930111	0.8729	718400	2230000	11.34	yes	111.00	2	2756	7610	0.18	yes	0:01.22	246676	0	starved/SRR10861747/4to1.auto.s7
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	4to1	auto	42	6088	1522	2176	544	5831.5024	5700.3145	2081066	0.9412	810890	2390000	11.15	yes	108.00	2	2720	7610	0.0	yes	0:01.37	253516	0	starved/SRR10861747/4to1.auto.s42
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	4to1	auto	4556	6088	1522	2192	547	5880.904	5476.0166	1936344	0.8757	731840	2290000	11.06	yes	104.00	2	2739	7610	0.0	yes	0:01.20	250392	0	starved/SRR10861747/4to1.auto.s4556
SRR10861747	OXFORD_NANOPORE	2211092	starved	27	7610	4to1	never	7	6088	1522	6088	1522	4831.14	4803.2095	42598	0.0193	29040	839510	25.98	no	NA	NA	NA	7610	0.0	no	0:59.28	723700	0	starved/SRR10861747/4to1.never.s7
