run	platform	true_size	v030_estimate	v1_estimate	v030_relative_error	v1_relative_error	source
SRR14844078	OXFORD_NANOPORE	5527654	5767244	5767244	4.3344	4.3344	norm
SRR14844080	OXFORD_NANOPORE	6228218	7198120	7198120	15.5727	15.5727	norm
SRR14852514	OXFORD_NANOPORE	3917947	3926304	3926304	0.2133	0.2133	norm
SRR14852537	OXFORD_NANOPORE	4061599	4049340	4049340	-0.3018	-0.3018	norm
SRR14852546	OXFORD_NANOPORE	4091717	3972476	3972476	-2.9142	-2.9142	norm
SRR14862582	OXFORD_NANOPORE	4160315	4068983	4068983	-2.1953	-2.1953	norm
SRR14867659	PACBIO_SMRT	2206600	3094674	2526928	40.2463	14.5168	pb_preset
SRR14873908	OXFORD_NANOPORE	4793405	5465810	5465810	14.0277	14.0277	norm
SRR14933397	OXFORD_NANOPORE	2801457	3700965	3801891	32.1086	35.7112	norm
SRR14996184	OXFORD_NANOPORE	6788275	6609722	6609722	-2.6303	-2.6303	norm
SRR14996193	OXFORD_NANOPORE	7050019	6882294	6882294	-2.3791	-2.3791	norm
SRR14996195	OXFORD_NANOPORE	6588245	6470960	6470960	-1.7802	-1.7802	norm
SRR15006049	OXFORD_NANOPORE	1564967	1758025	1737050	12.3362	10.9960	norm
SRR15006050	OXFORD_NANOPORE	1282705	1391807	1490714	8.5056	16.2164	norm
SRR15006051	OXFORD_NANOPORE	1599772	1517615	1775781	-5.1355	11.0021	norm
SRR15006052	OXFORD_NANOPORE	1868579	681272	1646084	-63.5406	-11.9072	norm
SRR15006054	OXFORD_NANOPORE	1579967	1535435	1609500	-2.8185	1.8692	norm
SRR15006055	OXFORD_NANOPORE	1498568	1434100	1580469	-4.3020	5.4653	norm
SRR15032814	PACBIO_SMRT	2174189	2239572	2107697	3.0072	-3.0582	pb_preset
SRR15032816	PACBIO_SMRT	2234079	2277408	2166002	1.9395	-3.0472	pb_preset
SRR15032817	PACBIO_SMRT	2177032	2280143	2132458	4.7363	-2.0475	pb_preset
SRR15070654	PACBIO_SMRT	3838032	4799402	4630202	25.0485	20.6400	pb_preset
SRR15070656	PACBIO_SMRT	3980134	4886438	4688118	22.7707	17.7879	pb_preset
SRR15075397	PACBIO_SMRT	5021319	5982462	5708584	19.1412	13.6869	pb_preset
SRR15075399	PACBIO_SMRT	2510261	2891118	2771136	15.1720	10.3923	pb_preset
SRR15075400	PACBIO_SMRT	2881812	3362580	3214461	16.6828	11.5430	pb_preset
SRR15075449	PACBIO_SMRT	5602625	6489618	6239589	15.8317	11.3690	pb_preset
SRR15075454	PACBIO_SMRT	4915930	5766554	5549246	17.3034	12.8829	pb_preset
SRR15075462	PACBIO_SMRT	4782529	5652788	5436187	18.1966	13.6676	pb_preset
SRR15076203	PACBIO_SMRT	5281764	6150702	5924642	16.4517	12.1717	pb_preset
SRR15076260	PACBIO_SMRT	4543156	5329824	5157279	17.3155	13.5175	pb_preset
SRR15076386	PACBIO_SMRT	2019345	2473808	2416914	22.5055	19.6880	pb_preset
SRR15076581	PACBIO_SMRT	4922539	6664164	6033582	35.3806	22.5705	pb_preset
SRR15076584	PACBIO_SMRT	4539453	6346798	5774498	39.8142	27.2069	pb_preset
SRR15076596	PACBIO_SMRT	4493834	7337684	6259998	63.2834	39.3019	pb_preset
SRR15076597	PACBIO_SMRT	4346429	6453411	5677814	48.4762	30.6317	pb_preset
SRR15076623	PACBIO_SMRT	4454045	6237210	5650423	40.0347	26.8605	pb_preset
SRR15076625	PACBIO_SMRT	4614193	6302351	5763443	36.5862	24.9068	pb_preset
SRR15076628	PACBIO_SMRT	4645825	6208738	5651554	33.6412	21.6480	pb_preset
SRR15076629	PACBIO_SMRT	4518831	6168450	5660125	36.5054	25.2564	pb_preset
SRR15076632	PACBIO_SMRT	4701520	6351579	5797819	35.0963	23.3180	pb_preset
SRR15079688	PACBIO_SMRT	4819779	6647322	6024966	37.9176	25.0050	pb_preset
SRR15079691	PACBIO_SMRT	4793224	6337463	5832423	32.2171	21.6806	pb_preset
SRR15079693	PACBIO_SMRT	4844434	7062141	6266221	45.7785	29.3489	pb_preset
SRR15079695	PACBIO_SMRT	4738672	6770597	6077458	42.8796	28.2523	pb_preset
SRR15079697	PACBIO_SMRT	4377952	6766759	5812812	54.5645	32.7747	pb_preset
SRR15079699	PACBIO_SMRT	4510294	6333809	5781650	40.4301	28.1879	pb_preset
SRR15079701	PACBIO_SMRT	4588770	6000731	5563531	30.7699	21.2423	pb_preset
SRR15083976	OXFORD_NANOPORE	4921682	4851022	4851022	-1.4357	-1.4357	norm
SRR15083977	OXFORD_NANOPORE	4615841	4683811	4683811	1.4725	1.4725	norm
SRR15083979	OXFORD_NANOPORE	5843246	5808272	5803558	-0.5985	-0.6792	norm
SRR15095813	OXFORD_NANOPORE	2516803	2243564	2456034	-10.8566	-2.4145	norm
SRR15135847	OXFORD_NANOPORE	5960991	6114611	6114611	2.5771	2.5771	norm
SRR15136871	OXFORD_NANOPORE	5772816	6057612	6057612	4.9334	4.9334	norm
SRR15139186	PACBIO_SMRT	5800740	7160908	6632935	23.4482	14.3464	pb_preset
SRR15140980	PACBIO_SMRT	8538927	10471917	9627211	22.6374	12.7450	pb_preset
SRR15143041	OXFORD_NANOPORE	6260102	6190302	6190302	-1.1150	-1.1150	norm
SRR15157810	OXFORD_NANOPORE	6245940	6145075	6145075	-1.6149	-1.6149	norm
SRR15171166	OXFORD_NANOPORE	3869542	4084724	4084724	5.5609	5.5609	norm
SRR15171167	OXFORD_NANOPORE	2857445	2915020	2915020	2.0149	2.0149	norm
SRR15171168	OXFORD_NANOPORE	2780015	2826120	2826120	1.6584	1.6584	norm
SRR15171169	OXFORD_NANOPORE	2305309	2403186	2403186	4.2457	4.2457	norm
SRR15171257	PACBIO_SMRT	6931886	8329258	7848750	20.1586	13.2268	pb_preset
SRR15171258	OXFORD_NANOPORE	3244954	3469992	3469992	6.9350	6.9350	norm
SRR15171260	OXFORD_NANOPORE	3649956	3608276	3608276	-1.1419	-1.1419	norm
SRR15171261	OXFORD_NANOPORE	2733858	2650224	2650224	-3.0592	-3.0592	norm
SRR15171269	OXFORD_NANOPORE	4749455	4535626	4535626	-4.5022	-4.5022	norm
SRR15171274	OXFORD_NANOPORE	1965422	1975528	1975528	0.5142	0.5142	norm
SRR15171275	OXFORD_NANOPORE	2856089	2997248	2997248	4.9424	4.9424	norm
SRR15171278	OXFORD_NANOPORE	2919963	2946024	2946024	0.8925	0.8925	norm
SRR15171279	OXFORD_NANOPORE	3188304	3479298	3479298	9.1269	9.1269	norm
SRR15171281	OXFORD_NANOPORE	3373066	3440310	3440310	1.9936	1.9936	norm
SRR15171282	OXFORD_NANOPORE	2460746	2497891	2497891	1.5095	1.5095	norm
SRR15171293	OXFORD_NANOPORE	4813254	4567081	4567081	-5.1145	-5.1145	norm
SRR15171294	OXFORD_NANOPORE	4577574	4860790	4860790	6.1870	6.1870	norm
SRR15171296	OXFORD_NANOPORE	4685728	4423678	4423678	-5.5925	-5.5925	norm
SRR15171297	OXFORD_NANOPORE	3732965	3594840	3594840	-3.7001	-3.7001	norm
SRR15171300	OXFORD_NANOPORE	4629452	4696349	4696349	1.4450	1.4450	norm
SRR15171302	OXFORD_NANOPORE	4007931	3985487	3985487	-0.5600	-0.5600	norm
SRR15171313	OXFORD_NANOPORE	6472384	6521868	6521868	0.7645	0.7645	norm
SRR15171318	OXFORD_NANOPORE	4206509	4365556	4365556	3.7810	3.7810	norm
SRR15171323	OXFORD_NANOPORE	4570799	4566806	4566806	-0.0874	-0.0874	norm
SRR15171326	OXFORD_NANOPORE	3809618	3816468	3816468	0.1798	0.1798	norm
SRR15173281	OXFORD_NANOPORE	4357928	4251310	4228006	-2.4465	-2.9813	norm
SRR15195250	PACBIO_SMRT	2311508	2416878	2275326	4.5585	-1.5653	pb_preset
SRR15212457	OXFORD_NANOPORE	4829815	5333352	5333352	10.4256	10.4256	norm
SRR15216001	OXFORD_NANOPORE	4739655	5526288	5526288	16.5968	16.5968	norm
SRR15244009	PACBIO_SMRT	4778271	6208574	5692427	29.9335	19.1315	pb_preset
SRR15283797	OXFORD_NANOPORE	5540606	6752077	6752077	21.8653	21.8653	norm
SRR15283805	OXFORD_NANOPORE	4932104	5291714	5274548	7.2912	6.9432	norm
SRR15291770	PACBIO_SMRT	4944441	5282650	5027766	6.8402	1.6852	pb_preset
SRR15291771	PACBIO_SMRT	4944083	5709016	5404575	15.4717	9.3140	pb_preset
SRR15310574	OXFORD_NANOPORE	6544928	6529535	6529535	-0.2352	-0.2352	norm
SRR15323158	OXFORD_NANOPORE	3566216	3999973	3999973	12.1629	12.1629	norm
SRR15342210	OXFORD_NANOPORE	5560418	5864422	5864422	5.4673	5.4673	norm
SRR15371362	OXFORD_NANOPORE	1439615	1572968	1572968	9.2631	9.2631	norm
SRR15372744	OXFORD_NANOPORE	6607534	6598123	6598123	-0.1424	-0.1424	norm
SRR15390434	PACBIO_SMRT	4791764	5132060	4742674	7.1017	-1.0245	pb_preset
SRR15390484	PACBIO_SMRT	5028051	5631414	4859359	11.9999	-3.3550	pb_preset
SRR15403666	OXFORD_NANOPORE	5171893	7254058	7254058	40.2592	40.2592	norm
SRR15428981	OXFORD_NANOPORE	3450610	3924416	3924416	13.7311	13.7311	norm
SRR15429008	OXFORD_NANOPORE	3390518	3824660	3824660	12.8046	12.8046	norm
SRR15460238	OXFORD_NANOPORE	4961663	4861663	4861663	-2.0155	-2.0155	norm
SRR15507454	OXFORD_NANOPORE	2253850	2362283	2363588	4.8110	4.8689	norm
SRR15521836	PACBIO_SMRT	5374479	10466614	8696130	94.7466	61.8041	pb_preset
SRR15521837	PACBIO_SMRT	6935738	11261577	9750509	62.3703	40.5836	pb_preset
SRR15521842	PACBIO_SMRT	6352228	11458319	9838912	80.3827	54.8892	pb_preset
SRR15521844	PACBIO_SMRT	6337561	11846063	10299989	86.9183	62.5229	pb_preset
SRR15521845	PACBIO_SMRT	5307048	10053747	8636963	89.4414	62.7451	pb_preset
SRR15530284	PACBIO_SMRT	6128315	11509618	8638936	87.8105	40.9676	pb_preset
SRR15540408	PACBIO_SMRT	5608872	31328442	21593188	458.5516	284.9827	pb_preset
SRR15540421	PACBIO_SMRT	5504345	20722658	15205997	276.4782	176.2544	pb_preset
SRR15560883	OXFORD_NANOPORE	4942431	6254731	6254731	26.5517	26.5517	norm
SRR15600651	PACBIO_SMRT	5620975	6661866	6016738	18.5180	7.0408	pb_preset
SRR15616890	PACBIO_SMRT	8841474	15694518	11714052	77.5102	32.4898	pb_preset
SRR15634573	OXFORD_NANOPORE	9346321	8803456	8803456	-5.8083	-5.8083	norm
SRR15647452	OXFORD_NANOPORE	6353853	5947578	5947578	-6.3942	-6.3942	norm
SRR15655205	OXFORD_NANOPORE	4541259	4358782	4358782	-4.0182	-4.0182	norm
SRR15665316	OXFORD_NANOPORE	6550644	6679058	6679058	1.9603	1.9603	norm
SRR15674629	OXFORD_NANOPORE	5582682	5844144	5844144	4.6834	4.6834	norm
SRR15674694	PACBIO_SMRT	2098200	2720023	2472662	29.6360	17.8468	pb_preset
SRR15683785	OXFORD_NANOPORE	6255857	6736902	6736902	7.6895	7.6895	norm
SRR15683928	PACBIO_SMRT	7749151	9468954	8795666	22.1934	13.5049	pb_preset
SRR15719825	OXFORD_NANOPORE	7751039	8130406	8130406	4.8944	4.8944	norm
SRR15838435	PACBIO_SMRT	3604761	6398155	5437357	77.4918	50.8382	pb_preset
SRR15860221	OXFORD_NANOPORE	5157963	5205695	5205695	0.9254	0.9254	norm
SRR15860459	OXFORD_NANOPORE	6146223	6291114	6291114	2.3574	2.3574	norm
SRR15860841	OXFORD_NANOPORE	2649260	2749106	2749106	3.7688	3.7688	norm
SRR15871657	PACBIO_SMRT	4630138	6185186	5528500	33.5853	19.4025	pb_preset
SRR15883739	OXFORD_NANOPORE	4635932	4730058	4730058	2.0304	2.0304	norm
SRR15901075	OXFORD_NANOPORE	3889382	4095598	4095598	5.3020	5.3020	norm
SRR15959708	PACBIO_SMRT	8262828	11312563	10260519	36.9091	24.1768	pb_preset
SRR15987647	OXFORD_NANOPORE	2447242	2651334	2705430	8.3397	10.5502	norm
SRR16004117	OXFORD_NANOPORE	1981319	2297082	2297082	15.9370	15.9370	norm
SRR16004119	OXFORD_NANOPORE	2074537	2412276	2437448	16.2802	17.4936	norm
SRR16004123	OXFORD_NANOPORE	1562350	2913294	2979307	86.4687	90.6940	norm
SRR16014001	OXFORD_NANOPORE	5511597	5930138	5930138	7.5938	7.5938	norm
SRR16014003	OXFORD_NANOPORE	6178487	6297456	6297456	1.9255	1.9255	norm
SRR16014011	OXFORD_NANOPORE	6008638	6322107	6322107	5.2170	5.2170	norm
SRR16014015	OXFORD_NANOPORE	7412165	7988554	7988554	7.7763	7.7763	norm
SRR16016662	PACBIO_SMRT	9696490	13572931	11043733	39.9778	13.8941	pb_preset
SRR16027114	OXFORD_NANOPORE	6596445	7212734	7212734	9.3427	9.3427	norm
SRR16038736	OXFORD_NANOPORE	4320404	4095074	4095074	-5.2155	-5.2155	norm
SRR16039382	OXFORD_NANOPORE	1858156	2126195	2126195	14.4250	14.4250	norm
SRR16069087	OXFORD_NANOPORE	5657623	5297056	5297056	-6.3731	-6.3731	norm
SRR16069089	OXFORD_NANOPORE	4958769	4879746	4879746	-1.5936	-1.5936	norm
SRR16074235	OXFORD_NANOPORE	5003442	4626694	4626694	-7.5298	-7.5298	norm
SRR16074239	OXFORD_NANOPORE	4796000	4577826	4577826	-4.5491	-4.5491	norm
SRR16074242	OXFORD_NANOPORE	4968036	4649692	4649692	-6.4078	-6.4078	norm
SRR16074245	OXFORD_NANOPORE	5022038	4805973	4805973	-4.3023	-4.3023	norm
SRR16074247	OXFORD_NANOPORE	5021930	4864798	4864798	-3.1289	-3.1289	norm
SRR16074251	OXFORD_NANOPORE	4994806	4700368	4700368	-5.8949	-5.8949	norm
SRR16074258	OXFORD_NANOPORE	4922671	5136274	5136274	4.3392	4.3392	norm
SRR16074264	OXFORD_NANOPORE	4762339	4635356	4635356	-2.6664	-2.6664	norm
SRR16074265	OXFORD_NANOPORE	4796539	4544248	4544248	-5.2599	-5.2599	norm
SRR16074268	OXFORD_NANOPORE	4638563	4671256	4671256	0.7048	0.7048	norm
SRR16074269	OXFORD_NANOPORE	5032027	4624741	4624741	-8.0939	-8.0939	norm
SRR16086228	OXFORD_NANOPORE	5048993	5311030	5311030	5.1899	5.1899	norm
SRR16089729	PACBIO_SMRT	2747362	3763576	3225964	36.9887	17.4204	pb_preset
SRR16089745	PACBIO_SMRT	2891282	3175690	2919906	9.8367	0.9900	pb_preset
SRR16089767	PACBIO_SMRT	2795270	4521468	3562568	61.7542	27.4499	pb_preset
SRR16089769	PACBIO_SMRT	2807142	3141671	2886619	11.9171	2.8312	pb_preset
SRR16089773	PACBIO_SMRT	2793634	3263432	2967957	16.8167	6.2400	pb_preset
SRR16089781	PACBIO_SMRT	2814864	3104466	2906576	10.2883	3.2581	pb_preset
SRR16089785	PACBIO_SMRT	2808924	3212936	2966087	14.3832	5.5951	pb_preset
SRR16089787	PACBIO_SMRT	2792354	3050130	2802172	9.2315	0.3516	pb_preset
SRR16089789	PACBIO_SMRT	2792354	3139505	2911206	12.4322	4.2563	pb_preset
SRR16089793	PACBIO_SMRT	2866983	3031813	2805112	5.7492	-2.1581	pb_preset
SRR16089794	PACBIO_SMRT	2866983	3376487	3074421	17.7714	7.2354	pb_preset
SRR16089807	PACBIO_SMRT	2800686	3107328	2853802	10.9488	1.8965	pb_preset
SRR16093181	PACBIO_SMRT	5234516	6231368	5840346	19.0438	11.5738	pb_preset
SRR16093182	PACBIO_SMRT	5234513	6201626	5799968	18.4757	10.8024	pb_preset
SRR16093183	PACBIO_SMRT	5234480	6258818	5829937	19.5690	11.3757	pb_preset
SRR16109997	OXFORD_NANOPORE	5129640	6077219	6077219	18.4726	18.4726	norm
SRR16109998	OXFORD_NANOPORE	4131315	4452450	4452450	7.7732	7.7732	norm
SRR16109999	OXFORD_NANOPORE	4132063	4363683	4363683	5.6054	5.6054	norm
SRR16110001	OXFORD_NANOPORE	1967290	2095042	2095042	6.4938	6.4938	norm
SRR16167635	OXFORD_NANOPORE	6068595	6376809	6376809	5.0788	5.0788	norm
SRR16167665	OXFORD_NANOPORE	5827158	5454419	5454419	-6.3966	-6.3966	norm
SRR16167670	OXFORD_NANOPORE	5674050	6273253	6273253	10.5604	10.5604	norm
SRR16167676	OXFORD_NANOPORE	5401030	7385647	7385647	36.7452	36.7452	norm
SRR16178825	PACBIO_SMRT	3919248	5172258	4750024	31.9707	21.1973	pb_preset
SRR16201921	OXFORD_NANOPORE	4844293	4538512	4538512	-6.3122	-6.3122	norm
SRR16249240	PACBIO_SMRT	6930499	11711921	9803128	68.9910	41.4491	pb_preset
SRR16249248	PACBIO_SMRT	5071999	6720461	6171732	32.5012	21.6824	pb_preset
SRR16249284	PACBIO_SMRT	3484743	4123867	3836020	18.3406	10.0804	pb_preset
SRR16249301	PACBIO_SMRT	4375351	5348222	5036443	22.2353	15.1095	pb_preset
SRR16249313	PACBIO_SMRT	2582814	3036986	2850365	17.5844	10.3589	pb_preset
SRR16249315	PACBIO_SMRT	2561893	3031039	2871362	18.3125	12.0797	pb_preset
SRR16249366	PACBIO_SMRT	2677377	3492556	3240033	30.4469	21.0152	pb_preset
SRR16249368	PACBIO_SMRT	2881836	4063526	3709202	41.0048	28.7097	pb_preset
SRR16251405	PACBIO_SMRT	4645928	5757076	5375257	23.9166	15.6982	pb_preset
SRR16251406	PACBIO_SMRT	1928240	2551148	2398093	32.3045	24.3669	pb_preset
SRR16251409	PACBIO_SMRT	1760933	2206114	2093853	25.2810	18.9059	pb_preset
SRR16251423	PACBIO_SMRT	5162579	6585205	6111652	27.5565	18.3837	pb_preset
SRR16251444	PACBIO_SMRT	4416959	5961363	5553170	34.9653	25.7238	pb_preset
SRR16259016	PACBIO_SMRT	1946727	2294435	2182928	17.8612	12.1332	pb_preset
SRR16259204	PACBIO_SMRT	6195642	7572768	7080921	22.2273	14.2887	pb_preset
SRR16259360	PACBIO_SMRT	1934868	2275286	2181359	17.5939	12.7394	pb_preset
SRR16259583	PACBIO_SMRT	1832872	2213286	2108241	20.7551	15.0239	pb_preset
SRR16259731	PACBIO_SMRT	2615469	3227190	3060082	23.3886	16.9994	pb_preset
SRR16263410	PACBIO_SMRT	5307108	6839339	6401784	28.8713	20.6266	pb_preset
SRR16263412	PACBIO_SMRT	1965420	2424469	2305173	23.3563	17.2865	pb_preset
SRR16263435	PACBIO_SMRT	3409142	3928520	3794673	15.2349	11.3087	pb_preset
SRR16277835	OXFORD_NANOPORE	3439340	4335232	4335232	26.0484	26.0484	norm
SRR16308509	PACBIO_SMRT	6811662	14720648	10340563	116.1095	51.8068	pb_preset
SRR16494726	PACBIO_SMRT	2533318	2973079	2804764	17.3591	10.7150	pb_preset
SRR16494727	PACBIO_SMRT	2534678	3100776	2930201	22.3341	15.6045	pb_preset
SRR16494730	PACBIO_SMRT	2532287	2922246	2754914	15.3995	8.7915	pb_preset
SRR16556289	OXFORD_NANOPORE	7695589	7851516	7851516	2.0262	2.0262	norm
SRR16591572	OXFORD_NANOPORE	7759404	7662298	7662298	-1.2515	-1.2515	norm
SRR16591807	OXFORD_NANOPORE	7840710	8034892	8034892	2.4766	2.4766	norm
SRR16608001	OXFORD_NANOPORE	4558291	4816519	4816519	5.6650	5.6650	norm
SRR16631313	PACBIO_SMRT	4966657	260413	632783	-94.7568	-87.2594	pb_preset
SRR16676985	PACBIO_SMRT	7720745	9289130	8247160	20.3139	6.8182	pb_preset
SRR16676988	PACBIO_SMRT	7796014	9625704	8411398	23.4696	7.8936	pb_preset
SRR16690171	OXFORD_NANOPORE	5492674	7301447	7301447	32.9306	32.9306	norm
SRR16767125	PACBIO_SMRT	4963479	304556	882453	-93.8641	-82.2211	pb_preset
SRR16805543	PACBIO_SMRT	9161304	10406976	9739893	13.5971	6.3156	pb_preset
SRR16893579	OXFORD_NANOPORE	2482394	2518368	2761882	1.4492	11.2588	norm
SRR16897915	OXFORD_NANOPORE	5562023	4142752	4147063	-25.5172	-25.4397	norm
SRR16917661	OXFORD_NANOPORE	2323337	2701534	2480311	16.2782	6.7564	norm
SRR16950002	PACBIO_SMRT	6219103	7671168	7013880	23.3485	12.7796	pb_preset
SRR16950003	PACBIO_SMRT	6130790	7462586	6840047	21.7231	11.5688	pb_preset
SRR16950004	PACBIO_SMRT	6788027	8380572	7462473	23.4611	9.9358	pb_preset
SRR16950006	PACBIO_SMRT	6448716	8278077	7013894	28.3678	8.7642	pb_preset
SRR16950007	PACBIO_SMRT	6774308	8440452	7545304	24.5950	11.3812	pb_preset
SRR16950008	PACBIO_SMRT	6855336	8836865	7714392	28.9049	12.5312	pb_preset
SRR16950009	PACBIO_SMRT	7123501	8887396	7389362	24.7616	3.7322	pb_preset
SRR16962373	PACBIO_SMRT	5827164	7251908	6600101	24.4500	13.2644	pb_preset
SRR16962374	PACBIO_SMRT	6494068	7966705	7174564	22.6766	10.4787	pb_preset
SRR16962375	PACBIO_SMRT	6468924	7560488	6979835	16.8740	7.8979	pb_preset
SRR16962376	PACBIO_SMRT	6413006	7824842	7135858	22.0152	11.2717	pb_preset
SRR16962377	PACBIO_SMRT	6550594	8167964	7362394	24.6904	12.3928	pb_preset
SRR16962378	PACBIO_SMRT	6784155	8644358	7705842	27.4198	13.5859	pb_preset
SRR16962380	PACBIO_SMRT	6046332	7563065	6855270	25.0852	13.3790	pb_preset
SRR16962382	PACBIO_SMRT	5714883	8998723	7509461	57.4612	31.4018	pb_preset
SRR16962383	PACBIO_SMRT	5931766	7898954	7102616	33.1636	19.7386	pb_preset
SRR16962385	PACBIO_SMRT	6591181	8342041	7526352	26.5637	14.1882	pb_preset
SRR16962387	PACBIO_SMRT	5727781	7456292	6750895	30.1777	17.8623	pb_preset
SRR16962389	PACBIO_SMRT	5578888	7532550	6452743	35.0188	15.6636	pb_preset
SRR16962390	PACBIO_SMRT	6414521	8041005	6906022	25.3563	7.6623	pb_preset
SRR16962391	PACBIO_SMRT	6753303	8844054	7774299	30.9589	15.1185	pb_preset
SRR16962393	PACBIO_SMRT	5665049	7333842	6299433	29.4577	11.1982	pb_preset
SRR16962394	PACBIO_SMRT	5858994	7179870	6344329	22.5444	8.2836	pb_preset
SRR16962395	PACBIO_SMRT	5917749	6758622	6201880	14.2093	4.8013	pb_preset
SRR16962396	PACBIO_SMRT	5935759	7263849	6598844	22.3744	11.1710	pb_preset
SRR16962397	PACBIO_SMRT	5975010	7125133	6540702	19.2489	9.4676	pb_preset
SRR16962400	PACBIO_SMRT	6493931	7667179	6916728	18.0668	6.5106	pb_preset
SRR16962406	PACBIO_SMRT	5874598	6941712	6311278	18.1649	7.4334	pb_preset
SRR16962407	PACBIO_SMRT	6472652	8186542	7365124	26.4789	13.7884	pb_preset
SRR16962408	PACBIO_SMRT	5897256	7461990	6515406	26.5333	10.4820	pb_preset
SRR16972384	PACBIO_SMRT	1853687	3044531	2674194	64.2419	44.2635	pb_preset
SRR16992657	OXFORD_NANOPORE	6946939	7745258	7745258	11.4917	11.4917	norm
SRR16992658	OXFORD_NANOPORE	6946939	7357932	7357932	5.9162	5.9162	norm
SRR16992659	OXFORD_NANOPORE	6946939	7629942	7629942	9.8317	9.8317	norm
SRR16992661	OXFORD_NANOPORE	6946939	7303707	7303707	5.1356	5.1356	norm
SRR16993324	OXFORD_NANOPORE	7256878	7974836	7974836	9.8935	9.8935	norm
SRR16993325	OXFORD_NANOPORE	7256878	7955804	7955804	9.6312	9.6312	norm
SRR17000714	PACBIO_SMRT	6984675	13075043	11554419	87.1962	65.4253	pb_preset
SRR17027004	OXFORD_NANOPORE	4544016	5521698	5521698	21.5158	21.5158	norm
SRR17027411	OXFORD_NANOPORE	5798677	7815728	7815728	34.7847	34.7847	norm
SRR17030008	OXFORD_NANOPORE	2663299	2946714	2946714	10.6415	10.6415	norm
SRR17030009	OXFORD_NANOPORE	2776930	2976258	2976258	7.1780	7.1780	norm
SRR17030010	OXFORD_NANOPORE	2973662	3612420	3612420	21.4805	21.4805	norm
SRR17030011	OXFORD_NANOPORE	3046846	4196312	4196312	37.7264	37.7264	norm
SRR17030678	OXFORD_NANOPORE	9529571	10009081	10009081	5.0318	5.0318	norm
SRR17041183	OXFORD_NANOPORE	2406631	2461387	2461387	2.2752	2.2752	norm
SRR17042237	OXFORD_NANOPORE	8149227	8862593	8862593	8.7538	8.7538	norm
SRR17042239	OXFORD_NANOPORE	8149227	8822740	8884401	8.2647	9.0214	norm
SRR17042240	OXFORD_NANOPORE	8149227	5677484	8691748	-30.3310	6.6573	norm
SRR17050026	OXFORD_NANOPORE	5469024	5296082	5296082	-3.1622	-3.1622	norm
SRR17102516	OXFORD_NANOPORE	4310313	6636543	6636543	53.9689	53.9689	norm
SRR17102517	OXFORD_NANOPORE	5872224	7069153	7069153	20.3829	20.3829	norm
SRR17115571	PACBIO_SMRT	1974909	2487144	2373928	25.9371	20.2044	pb_preset
SRR17117120	PACBIO_SMRT	2281730	2795896	2665389	22.5340	16.8144	pb_preset
SRR17117122	PACBIO_SMRT	2571801	3105024	2973415	20.7334	15.6161	pb_preset
SRR17117123	PACBIO_SMRT	2713235	3376120	3212675	24.4315	18.4075	pb_preset
SRR17117164	PACBIO_SMRT	2463627	2917402	2762932	18.4190	12.1490	pb_preset
SRR17117182	PACBIO_SMRT	1984762	2294543	2153374	15.6080	8.4953	pb_preset
SRR17118586	PACBIO_SMRT	4812066	5429646	5230492	12.8340	8.6954	pb_preset
SRR17118588	PACBIO_SMRT	3168227	3698645	3527019	16.7418	11.3247	pb_preset
SRR17119282	PACBIO_SMRT	5090549	6154936	5816422	20.9091	14.2592	pb_preset
SRR17122010	PACBIO_SMRT	5575661	6784572	6411208	21.6819	14.9856	pb_preset
SRR17124527	PACBIO_SMRT	6127734	7478470	7017900	22.0430	14.5268	pb_preset
SRR17124529	PACBIO_SMRT	6453872	8058445	7550500	24.8622	16.9918	pb_preset
SRR17124558	PACBIO_SMRT	6455194	7542905	7244210	16.8502	12.2230	pb_preset
SRR17126946	PACBIO_SMRT	2333188	2994849	2853470	28.3587	22.2992	pb_preset
SRR17126948	PACBIO_SMRT	2460750	3090996	2934026	25.6119	19.2330	pb_preset
SRR17133875	PACBIO_SMRT	4766157	5884752	5710526	23.4695	19.8141	pb_preset
SRR17188519	PACBIO_SMRT	4929712	526523	944904	-89.3194	-80.8325	pb_preset
SRR17234886	PACBIO_SMRT	4397821	17702168	10662396	302.5213	142.4472	pb_preset
SRR17234888	PACBIO_SMRT	4420979	16797022	10407967	279.9390	135.4222	pb_preset
SRR17234894	PACBIO_SMRT	4407304	18966648	11627266	330.3458	163.8181	pb_preset
SRR17234895	PACBIO_SMRT	4431508	25546350	13915180	476.4708	214.0055	pb_preset
SRR17234896	PACBIO_SMRT	4421169	20751004	11294832	369.3556	155.4716	pb_preset
SRR17234900	PACBIO_SMRT	4406184	17502420	9982866	297.2240	126.5649	pb_preset
SRR17234903	PACBIO_SMRT	4416715	22445430	12939771	408.1929	192.9727	pb_preset
SRR17284493	PACBIO_SMRT	4159450	7482585	6081852	79.8936	46.2177	pb_preset
SRR17284691	PACBIO_SMRT	4421981	7800159	6375658	76.3951	44.1810	pb_preset
SRR17327075	OXFORD_NANOPORE	4027360	4191156	4191156	4.0671	4.0671	norm
SRR17390676	PACBIO_SMRT	5261336	5714047	5205922	8.6045	-1.0532	pb_preset
SRR17479173	OXFORD_NANOPORE	2336109	1338160	1889802	-42.7184	-19.1047	norm
SRR17544102	OXFORD_NANOPORE	3314304	3440298	3440298	3.8015	3.8015	norm
